#Frame           phi1         psi1
       1     -90.5257     126.4170
       2     -76.7297     144.1051
       3     -84.3692     139.7633
       4     -91.7001     136.8594
       5     -90.6239     144.3727
       6     -92.2498     149.2839
       7     -83.2151     135.7098
       8     -92.8140     133.9081
       9     -94.9392     124.8732
      10     -96.8021     140.3230
      11     -81.8145     124.2462
      12     -89.6950     106.8571
      13     -98.4108     133.8297
      14     -93.2382     132.9906
      15     -77.6459     131.7018
      16    -104.7909     122.6656
      17     -79.7245     139.5909
      18     -88.7599     138.4587
      19     -98.4557     128.7993
      20     -98.9720     140.9585
      21     -86.1741     135.6429
      22     -75.8733     148.4463
      23     -61.0175     145.2355
      24     -76.6464     136.0380
      25     -90.2770     140.5763
      26     -73.1405     153.4917
      27     -97.6298     148.0528
      28     -72.4438     137.0874
      29    -102.4423     128.3353
      30     -61.6449     133.8239
      31    -106.1841     135.6727
      32     -99.1573     146.9520
      33     -99.6224     149.0852
      34     -69.8992     149.2735
      35     -94.3660     144.1046
      36     -81.2349     124.2965
      37     -91.1420     144.5116
      38    -110.5681     149.6256
      39     -88.6204     141.6030
      40     -85.0115     136.8042
      41     -85.0222     147.9653
      42     -89.2379     146.7560
      43    -104.6308     146.6839
      44     -83.7176     147.0670
      45     -82.2776     141.5951
      46     -83.9295     129.4514
      47     -87.2727     146.9885
      48    -103.7909     133.2827
      49    -101.4825     124.9294
      50     -94.7189     157.5270
      51     -81.3855     156.7925
      52    -103.0811     160.3973
      53     -89.5876     144.7366
      54     -90.9774     145.0116
      55    -104.4290     151.6366
      56     -85.5495     150.5488
      57     -77.2539     148.9476
      58     -76.4804     143.3365
      59     -71.8099     132.5213
      60     -62.6595     149.9815
      61     -98.6271     146.4972
      62     -81.8500     133.2753
      63     -78.9488     142.4312
      64     -82.3642     130.8894
      65     -70.6531     139.6171
      66     -58.4909     141.2430
      67     -80.5731     151.2519
      68     -98.1199     139.7720
      69     -65.9576     132.6668
      70     -83.3401     137.2019
      71     -78.9648     166.4312
      72    -100.0158     166.2062
      73    -115.9398     141.5043
      74    -114.3807     137.2054
      75     -86.4812     106.1855
      76    -106.7547     137.1426
      77     -74.4067       4.7222
      78     -75.5671      31.8974
      79     -82.4610      31.8120
      80     -58.4901      11.7221
      81     -95.8707       9.5911
      82     -87.3188      14.4137
      83     -91.4892      50.1376
      84     -87.4428     103.1058
      85     -76.7471     102.2391
      86     -90.4406      77.7609
      87     -85.7250     118.1176
      88     -99.1630     115.2571
      89     -64.4356     141.5493
      90     -82.8327     126.5221
      91     -96.3439     132.4311
      92     -62.5429     137.0086
      93     -88.7143     130.5888
      94     -82.8908     154.7663
      95     -84.5683     122.2759
      96     -60.5728     126.0037
      97     -74.8443     140.5045
      98     -91.2495     144.0645
      99     -87.3596     156.9875
     100     -81.0704     144.5969
     101     -62.5897     151.4575
     102     -84.3752     135.0389
     103    -111.0717     129.4167
     104     -86.4740     106.7570
     105     -93.4605     126.3800
     106     -88.3392     122.4083
     107     -88.1699     140.6604
     108     -85.7102     133.8332
     109    -103.6820     133.3597
     110     -74.9659     137.3341
     111     -80.9202     138.0748
     112     -98.8949     134.4234
     113     -83.2184     131.4750
     114     -88.1816     142.0399
     115     -92.7412     157.8292
     116     -84.3353     127.7563
     117     -94.3001     144.4382
     118     -81.9790     110.7935
     119     -90.7338     142.7435
     120     -81.6839     153.1735
     121     -81.2687     141.2541
     122     -72.2223     134.5785
     123    -106.6303     148.0126
     124     -88.6851     134.0976
     125     -77.7900     122.9656
     126     -84.7955     140.3734
     127     -84.0528     168.7280
     128     -92.4458     131.8628
     129     -83.9049     145.1209
     130     -87.5704     147.7440
     131     -97.4472     130.8792
     132     -90.9819     138.0482
     133     -79.9730     147.5030
     134     -89.9969     153.5247
     135     -87.2106     141.3675
     136     -81.2398     141.9127
     137     -60.8916     134.0312
     138     -75.8520     140.8542
     139     -80.2193     135.8010
     140     -78.7860     144.1452
     141     -80.7040     103.3034
     142     -72.8721     115.2176
     143     -73.1774      58.9808
     144     -82.9786      62.3158
     145     -83.3128      41.7236
     146     -81.0753      44.7416
     147     -84.4935      41.0449
     148     -73.6559      32.3345
     149     -74.0767      32.1396
     150     -86.8487      35.4980
     151     -84.2264      33.2714
     152     -57.7893      -8.1278
     153     -73.0792      34.9382
     154     -70.4333      32.1112
     155     -77.9773      10.5948
     156     -86.6658      36.7415
