#Frame           phi2         psi2
       1     -68.0402     -36.8737
       2     -66.4408     -42.6047
       3     -96.0825     -18.7071
       4    -123.9599     -11.6917
       5     -46.4195     -35.3619
       6     -63.7199     -25.9390
       7     -67.1241     -24.6664
       8     -51.4714     -28.2743
       9    -101.1085     -32.1912
      10     -83.4251     -25.9434
      11     -85.9885     -25.4932
      12    -106.5262       4.4305
      13     -82.5756     -10.8731
      14    -112.5383     -19.8080
      15    -128.7184     -10.1714
      16    -106.9168     -36.3979
      17    -110.2934     -25.4557
      18    -115.3903      -3.6133
      19     -68.8952     -47.4392
      20     -97.8983     -41.4830
      21     -87.6358     -33.6732
      22     -92.5367     -34.4912
      23     -71.6096     -27.6824
      24     -90.4372     -31.0643
      25     -94.1054     -39.1753
      26     -97.0558     -26.9603
      27    -117.2323     -17.1822
      28    -107.8593     -27.1129
      29    -135.5775     -14.7148
      30     -96.7649      -5.9318
      31    -122.2257     -23.4749
      32    -109.9440     -31.0644
      33    -124.9614     -23.0260
      34     -89.8528     -14.9966
      35    -104.0733     -24.5781
      36    -132.7408     -21.5352
      37    -107.1044     -38.0488
      38     -80.9208     -36.3805
      39    -101.4336     -37.7508
      40     -62.6986     -34.6193
      41     -75.2205     -28.4460
      42     -57.6262     -51.8686
      43     -79.2789     -29.3256
      44     -54.3587     -67.6448
      45     -93.4467     -38.9810
      46     -93.9308     -29.4066
      47    -122.6597     -33.7535
      48     -98.1910     -54.5227
      49    -108.5010      -8.3756
      50    -106.8025     -15.8758
      51     -90.1942     -18.2368
      52     -65.7561     -32.6358
      53     -75.8446     -17.6301
      54     -90.6571       8.3998
      55     -66.1526     -40.0429
      56     -68.1599     -21.1689
      57     -68.1329     -31.8839
      58     -91.6532     -40.7791
      59     -51.2640     -38.6744
      60     -67.8072     -17.1583
      61     -70.0393     -23.3349
      62     -53.5272     -42.1567
      63     -79.2726     -31.4603
      64    -106.5356     -20.3171
      65     -87.2548     -16.0048
      66     -50.8190     -31.5399
      67     -65.8936     -27.4644
      68     -78.0546     -26.5411
      69     -54.2418     -31.9200
      70     -51.7457     -41.0653
      71     -56.3359     -37.3428
      72     -62.5780     -51.9128
      73     -31.1596     -57.8490
      74     -56.4629     -44.6725
      75     -91.9429     -42.3192
      76     -56.7558     -35.2113
      77     -58.2340     -42.8263
      78     -65.7539     -31.4406
      79     -41.3325     -64.0901
      80     -59.9280     -31.7165
      81     -75.9448     -27.8496
      82     -71.5412     -25.0389
      83     -69.3776     -28.7111
      84     -53.4330     -43.5281
      85     -53.1775     -27.2158
      86     -67.3192     -30.7518
      87     -51.3317     -60.1165
      88     -79.7549     -18.8246
      89     -84.3313     -28.6813
      90     -47.8827     -43.9385
      91     -61.4483     -15.5759
      92     -75.9545     -21.0075
      93     -88.9946      -4.5422
      94     -51.4894     -45.8438
      95     -70.5320     -37.7667
      96     -49.9960     -33.2985
      97     -54.5978     -41.5243
      98     -45.8405     -37.7629
      99     -61.4513     -19.5937
