#Frame           phi2         psi2
       1     -54.2252     -24.9821
       2     -50.1556     -15.0230
       3     -53.0641     -32.5975
       4     -59.8634     -27.9519
       5     -68.2954     -22.6502
       6    -154.0318     -20.6823
       7    -144.2350     -26.8047
       8    -140.8828      13.4179
       9    -160.7187     -25.5288
      10    -158.2538       5.4625
      11    -144.1178       1.1739
      12    -129.2354     -25.2377
      13    -137.4909      -7.8510
      14    -153.0302     -34.5024
      15    -171.5760     -44.7247
      16    -142.1925      -4.6528
      17    -144.6221     -17.5900
      18    -144.1303     -10.4909
      19    -129.7270       6.2133
      20    -128.5766     -19.1617
      21    -124.1881     -31.2661
      22    -101.4555     -12.5234
      23    -127.4840     -22.1597
      24    -135.6984      14.9855
      25    -146.2178     -39.0792
      26    -157.3150      -3.8896
      27    -161.5756     -20.1942
      28    -151.1121     -26.5696
      29    -165.2594     -13.5089
      30    -152.6065     -23.7946
      31    -165.9340     -22.9180
      32    -165.1279     -15.5409
      33    -169.7616     -12.2408
      34    -159.9964     -30.5793
      35    -157.7651     -21.5599
      36     -90.4542     -10.4148
      37     -74.4057     -37.5458
      38     -79.3132     -31.5091
      39     -83.1221     -17.8562
      40     -73.7004     -23.5311
      41     -60.6299     -25.6632
      42     -64.2623      -9.3178
      43     -56.0442     -38.7066
      44     -53.2994     -28.1866
      45     -60.5577     -28.7515
      46     -63.1021     -20.3885
      47     -64.1172     -19.2958
      48     -57.7822     -22.2718
      49     -77.6867     -30.5123
      50     -63.8341     -38.6297
      51     -72.8381     -27.5787
      52     -76.3087      -2.8400
      53     -72.7645     -16.7757
      54     -63.6238     -14.3215
      55     -70.2495     -35.7202
      56     -78.2580     -27.9999
      57     -52.3335     -31.4367
      58     -70.6483     -46.9855
      59     -84.9376      -4.8011
      60     -49.6344     -13.0785
      61     -66.2034     -23.0316
      62     -71.0025     -18.4491
      63     -50.4363     -34.9799
      64     -58.4736     -28.9276
      65     -67.3349     -28.9963
      66     -60.0774     -21.7425
      67     -51.9174     -29.4529
      68     -65.2930     -33.0345
      69     -62.9492      -5.5778
      70     -83.0355     -39.4566
      71     -50.2726     -33.3880
      72     -69.1766     -18.5486
      73     -86.3426      -0.7952
      74     -47.0086     -28.4593
      75     -60.4565     -10.5263
      76     -56.5769     -19.5618
      77     -69.2655     -46.3498
      78     -51.5754     -28.6821
      79     -66.4223     -39.2090
      80     -58.0251     -35.8109
      81     -41.4272     -43.3017
      82     -54.8351     -17.8685
      83     -39.5020     -35.3648
      84     -62.4571     -36.5495
      85     -65.8533     -29.0982
      86     -60.5283     -34.6338
      87     -43.0213     -43.5151
      88     -52.3655     -30.2254
      89     -51.2383     -20.6360
      90     -78.0281     -32.8002
      91     -57.9244     -33.5413
      92     -56.4974     -49.1711
      93     -53.6286     -48.5759
      94     -51.0989     -33.2498
      95     -66.5615     -27.3340
      96     -61.3733     -26.4699
      97     -68.4576     -10.0150
      98     -43.7020     -40.2708
      99     -45.8748     -39.5702
     100     -56.4305     -34.3501
     101     -44.4980     -15.2032
     102     -79.3373     -20.9807
     103     -43.7828     -39.4932
     104     -82.0806     -19.9354
     105     -59.9994     -28.3823
     106     -62.3776     -29.1195
     107     -68.2535     -13.7963
     108     -63.0341     -12.2065
     109     -79.9587     -16.1396
     110     -44.6244     -23.9973
     111     -56.2345     -42.3966
     112     -44.4825     -33.3014
     113     -55.7029     -17.5393
     114     -46.0694     -44.5045
     115     -83.0182     -18.1938
     116     -71.7665      -1.7128
     117     -64.7951     -28.3741
     118     -64.7538     -30.8423
     119     -73.1980     -34.9028
     120     -67.4263     -22.2605
     121     -69.8382     -13.5280
     122     -60.0385     -12.7612
     123     -76.0371     -26.1836
     124     -71.6715      -3.4881
     125     -66.8100     -26.4527
     126     -66.1443     -23.6144
     127     -60.1702     -32.3671
     128     -55.1794     -29.5088
     129     -69.3604     -29.0891
     130     -69.2919     -15.2521
     131     -66.5231     -13.7601
     132     -59.5725     -32.1849
     133     -60.8240     -18.1828
     134     -63.6531     -20.6898
     135     -79.8486     -32.5917
     136     -60.3201     -38.0775
     137     -57.7120     -32.5189
     138     -72.7585     -20.1333
     139     -70.9700     -20.6146
     140     -71.5513      -6.1763
     141     -73.1719     -19.4512
     142     -61.1749     -27.2781
     143     -66.5248     -12.8655
     144     -55.6272     -18.2347
     145     -66.8060     -20.4923
     146     -65.7458     -23.0431
     147     -70.6445     -25.6317
     148     -66.0053     -34.5870
     149     -75.0584     -37.6315
     150     -69.4138     -32.0959
     151     -61.6643     -15.6783
     152     -65.5545     -30.5621
     153     -72.1546     -18.9782
     154     -65.4065     -21.7320
     155     -60.3705     -32.4465
     156     -66.0862     -18.6370
     157     -44.8636     -46.4415
     158     -59.6389       2.6112
     159     -57.1004     -51.6202
     160     -65.0710      -9.3235
     161     -69.2779     -27.7826
     162     -67.4646     -19.9147
     163     -50.4389     -35.7794
     164     -61.5004     -17.7055
     165     -63.5890     -13.9320
     166     -56.8356     -35.2335
     167     -61.2352     -10.4187
     168     -36.5278     -41.4564
     169     -58.7061     -17.5570
     170     -55.0236     -18.2038
     171     -77.5815     -16.0150
     172     -56.1206     -25.9024
     173     -56.5288     -14.8199
     174     -48.4879     -47.4560
     175     -48.8341     -32.6318
     176     -50.7586     -39.4578
     177     -69.2114     -27.7441
     178     -53.4038     -38.0191
     179     -55.6055     -43.4610
     180     -57.5884      -7.4525
     181     -50.9253       0.3242
     182     -69.0060     -40.3334
     183     -71.9703     -26.3192
     184     -51.6180     -30.4504
     185     -58.6412     -27.4466
     186     -61.9020     -13.9747
     187     -57.0644     -28.4261
     188     -49.2884      -5.6968
     189     -70.1166     -22.4910
     190     -61.0101     -30.4990
     191     -56.6374     -18.7361
     192     -54.2039     -29.4383
     193     -60.9750     -35.2375
     194     -60.7294     -19.4509
     195     -49.6092     -31.1510
     196     -62.7567     -34.5172
     197     -59.7842     -22.2904
     198     -62.2118     -20.8400
     199     -61.9761     -28.1942
     200     -67.7409     -18.8090
     201     -55.5051     -39.7201
     202     -59.2284     -20.4288
     203     -56.1166     -20.2573
     204     -62.9164     -23.3831
     205     -41.0352     -30.2025
     206     -57.8187     -18.6705
     207     -74.1907     -16.4101
     208     -53.1870     -31.9822
     209     -61.1901     -26.1795
     210     -62.2922     -32.6062
     211     -77.6936     -24.8357
     212     -55.6823     -28.0665
     213     -52.0749     -21.5151
     214     -60.5829     -19.7028
     215     -73.0974     -32.0954
     216     -35.1842     -28.6437
     217     -58.6263     -18.9657
     218     -59.6054     -29.0208
     219     -61.0037     -22.0242
     220     -60.6497      -9.3017
     221     -60.9477      -7.6268
     222     -67.3674      -5.4638
     223     -53.4957     -21.9798
     224     -57.5844     -27.0756
     225     -67.0942     -17.6804
     226     -45.5992     -21.1172
     227     -57.7514     -31.9415
     228     -59.2120     -14.9893
     229     -54.7179     -23.6324
     230     -67.2090      -4.8661
     231     -62.5591     -40.6544
     232     -59.7287     -24.1797
     233     -64.7145     -25.0708
     234     -40.7685     -34.0509
     235     -63.1785     -12.2637
     236     -60.7841     -28.7301
     237     -59.9483     -18.4857
     238     -44.1675     -39.3271
     239     -63.7391     -22.4762
     240     -49.9916     -19.4795
     241     -86.8358      -7.8517
     242     -55.2828     -27.0410
     243     -44.1297     -35.7744
     244     -56.7288     -26.7403
     245     -67.2418     -32.7224
     246     -65.5354     -18.0277
     247     -59.0489     -31.4194
     248     -64.6319     -32.6376
     249     -60.3621     -24.2132
     250     -68.0332     -35.8563
     251     -62.5795     -22.5322
     252     -49.9942     -40.1754
     253     -55.3431     -26.0854
     254     -63.0777     -32.1675
     255     -46.5293     -31.3010
     256     -54.6588     -24.0672
     257     -54.5466     -35.3718
     258     -51.5469     -37.1347
     259     -63.5048      -6.7294
     260     -69.4743     -17.4897
     261     -64.1814     -17.9099
     262     -62.8940     -17.1783
     263     -65.7239     -19.0384
     264     -69.9437     -13.2130
     265     -63.7732     -28.0626
     266     -49.3751     -27.4991
     267     -67.7348     -28.2533
     268     -44.0048     -35.9387
     269     -60.2461     -27.1985
     270     -56.0879     -34.0375
     271     -53.0959     -43.3281
     272     -58.2395     -22.1571
     273     -67.0466     -19.3500
     274     -57.0961     -18.8122
     275     -51.7620     -27.8009
     276     -66.7728     -29.8075
     277     -51.0785     -32.6031
     278     -72.3657     -33.5334
     279     -78.8471      -9.2966
     280     -61.5711     -27.3343
     281     -56.9636     -21.2118
     282     -49.3706     -31.9644
     283     -54.4778     -30.6403
     284     -60.1404     -24.7405
     285     -65.7304     -18.0813
     286     -67.1007     -26.5958
     287     -56.5301     -25.7027
     288     -65.3355     -29.5356
     289     -58.3597     -26.9494
     290     -59.8724     -24.5776
     291     -55.6083     -26.7939
     292     -53.4228     -32.3569
     293     -76.3684     -12.3411
     294     -54.2242     -26.7391
     295     -54.7530     -31.8857
     296     -44.6199     -30.5055
     297     -55.7521     -19.4590
     298     -55.9885     -37.0713
     299     -64.3792     -28.4719
     300     -36.0657     -45.4132
     301     -45.4986     -32.4756
     302     -65.7279     -34.8611
     303     -65.9044     -11.5591
     304     -40.5179     -39.2211
     305     -69.7642     -21.2984
     306     -56.1390     -33.3056
     307     -49.9308     -41.2372
     308     -55.8184     -33.2462
     309     -45.6997     -37.3911
     310     -71.0658     -14.7640
     311     -69.5282     -21.1792
     312     -59.8631     -33.9465
     313     -61.9820     -35.9221
     314     -53.6459     -19.8963
     315     -55.9228     -15.8037
     316     -63.0835     -23.7056
     317     -58.4296     -32.3042
     318     -63.1761     -23.9570
     319     -62.1307     -20.1623
     320     -56.7481     -30.8291
     321     -61.2146     -19.7363
     322     -58.9301     -35.1637
     323     -79.1459     -13.4558
     324     -64.0270     -34.1164
     325     -69.7807     -33.6261
     326     -50.6848     -34.3861
     327     -71.7799     -26.0670
     328     -50.7554     -44.5813
     329     -53.2868     -25.9908
     330     -78.9800     -29.3141
     331     -54.0283     -20.4825
     332     -61.8351     -21.9784
     333     -62.7423     -30.2693
     334     -59.7629     -26.3301
     335     -50.8281     -34.8919
     336     -45.0017     -25.7573
     337     -73.1586     -32.0338
     338     -57.6473     -17.1564
     339     -49.8717     -26.6330
     340     -56.8786     -27.8460
     341     -58.2326     -22.3648
     342     -69.8075     -22.2774
     343     -65.9550     -19.3157
     344     -73.1880     -21.1954
     345     -60.0702     -20.5502
     346     -51.7784     -33.6564
     347     -39.8773     -40.7207
     348     -69.6409     -21.6025
     349     -48.6538     -38.9566
     350     -66.8354     -26.3986
     351     -78.6398      -3.2186
     352     -69.5201     -31.2283
     353     -77.3580     -27.6811
     354     -58.5690     -26.8606
     355     -63.1397     -21.1218
     356     -66.9469     -27.2171
     357     -53.9822     -27.3144
     358     -69.6250     -23.6121
     359     -63.6532     -19.5280
     360     -41.6495     -29.5353
     361     -62.7423     -20.3969
     362     -53.9815     -24.9896
     363     -85.0070     -11.9424
     364     -58.0863     -28.3683
     365     -55.4583     -33.4898
     366     -56.6829     -22.8216
     367     -47.9491     -24.8329
     368     -68.5896     -23.3623
     369     -57.7581     -19.4537
     370     -65.3344     -27.0968
     371     -35.6351     -53.6747
     372     -60.5241     -15.3381
     373     -48.7943     -29.6094
     374     -53.3734     -23.0374
     375     -45.1348     -31.2253
     376     -41.3587     -28.3741
     377     -64.3908     -17.6612
     378     -62.6042     -31.0545
     379     -49.1633     -36.7939
     380     -58.0224     -16.0509
     381     -47.4941     -26.3608
     382     -60.7233     -25.0619
     383     -67.0560     -20.0761
     384     -60.2062     -29.4672
     385     -68.7838     -27.4254
     386     -71.6881     -22.7572
     387     -52.6588     -31.0706
     388     -65.0150     -20.1781
     389     -49.1927     -23.8879
     390     -69.1378     -31.6199
     391     -53.6181     -18.1406
     392     -58.9945     -24.9256
     393     -59.4989     -34.5866
     394     -62.2291     -31.7451
     395     -54.6088     -25.2952
     396     -68.8537     -23.3565
     397     -67.0604     -18.2054
     398     -60.3962     -17.1196
     399     -59.6949     -28.6170
     400     -56.8225     -35.4747
     401     -58.9858     -21.6796
     402     -67.3546     -26.9915
     403     -59.1181     -40.5424
     404     -46.6415     -34.1225
     405     -66.1891     -15.2492
     406     -59.4742     -22.5798
     407     -57.3005     -31.4992
     408     -72.7759     -36.1383
     409     -69.7838     -15.6267
     410     -65.2831     -30.8431
     411     -55.4794     -18.9853
     412     -50.0816     -24.7936
     413     -62.0086     -32.9535
     414     -57.1959     -18.9044
     415     -50.7812     -31.7646
     416     -66.2501     -30.4902
     417     -51.6400     -27.3886
     418     -55.1875     -28.5870
     419     -60.5300     -16.1600
     420     -48.7066     -19.6392
     421     -45.3857     -29.2757
     422     -46.1904     -38.2328
     423     -65.2903     -26.2233
     424     -61.0409     -18.6385
     425     -68.6571     -35.8621
     426     -56.2394     -27.6874
     427     -62.4312     -39.6054
     428     -73.8922     -13.9893
     429     -48.6498     -35.4314
     430     -59.7491     -35.0280
     431     -51.9045     -29.0574
     432     -67.9572     -13.9597
     433     -65.6435     -33.1032
     434     -47.6335     -36.4431
     435     -59.0320     -27.8765
     436     -63.3701     -28.1245
     437     -68.4456     -29.7566
     438     -50.7721     -37.7847
     439     -58.4172     -32.2440
     440     -58.5998     -22.7607
     441     -48.1769     -37.4125
     442     -73.3494     -19.0178
     443     -66.6046     -15.9840
     444     -47.0028     -33.2111
     445     -37.9939     -29.9891
     446     -58.4430     -28.8281
     447     -54.6911     -48.9843
     448     -70.6832     -27.6129
     449     -71.6360     -31.1143
     450     -65.0961     -29.3771
     451     -63.4074     -31.9892
     452     -69.2300     -14.4702
     453     -60.7073     -20.6864
     454     -71.3920     -24.7328
     455     -70.1143     -18.0437
     456     -71.9522      -5.8509
     457     -61.8124     -23.1492
     458     -60.8512     -22.8186
     459     -58.4761     -27.5860
     460     -69.3779     -16.7496
     461     -61.5958     -27.6321
     462     -56.7739     -34.0531
     463     -58.7426     -18.3149
     464     -56.4295     -20.7872
     465     -60.5528     -25.1529
     466     -58.5361     -30.6489
     467     -63.2585     -26.3155
     468     -62.4599     -28.4417
     469     -56.3960     -22.8826
     470     -59.2831     -27.5282
     471     -58.9808     -48.5736
     472     -51.2605     -29.0125
     473     -51.8657     -38.4395
     474     -50.5413     -44.7072
     475     -55.6413     -21.5249
     476     -44.9858     -28.6733
     477     -42.0716     -34.3081
     478     -68.4284     -18.7045
     479     -54.8122     -31.6058
     480     -57.5057     -26.6216
     481     -52.3664     -28.9536
     482     -60.1188     -36.7552
     483     -71.8297     -36.9763
     484     -69.2545     -28.5088
     485     -36.1054     -39.7794
     486     -67.5849     -27.7390
     487     -66.8917     -13.8507
     488     -57.2838     -35.3780
     489     -70.3662     -26.9439
     490     -76.9363     -15.8875
     491     -51.5272     -39.0601
     492     -77.1682      -9.3714
     493     -74.8309     -20.8914
     494     -80.9764     -14.5387
     495     -75.5458     -26.7735
     496     -43.0645     -39.6053
     497     -44.2775     -35.0215
     498     -82.4169     -27.1923
     499     -60.1237     -14.1896
     500     -52.8490     -20.2633
     501     -69.3155     -17.8829
     502     -84.6904     -18.4792
     503     -62.1335     -33.6699
     504     -90.0860      -8.8210
     505     -65.0100     -26.4250
     506     -63.6598     -28.7214
     507    -114.4418     -20.9148
     508     -70.2742     -28.0744
     509     -75.2071     -26.5613
     510     -48.2690     -37.0581
     511     -65.2899     -18.7120
     512     -38.4236     -48.7551
     513     -62.8220     -18.0637
     514     -65.4941      -9.4108
     515     -76.6456     -10.8763
     516     -65.5869     -10.8002
     517     -64.8556     -25.3429
     518     -70.5937     -37.4374
     519     -66.2980     -31.6543
     520     -70.5320     -34.4509
     521     -60.0525     -38.8812
     522     -60.3603     -25.4353
     523     -53.3715     -34.5164
     524     -54.8210     -20.7105
     525     -60.4326     -29.5544
     526     -67.8018     -18.8747
     527     -74.7380     -24.6047
     528     -54.9333     -33.1286
     529     -68.7324     -30.6823
     530     -75.3624     -34.7756
     531     -72.1828     -27.4816
     532     -60.5948     -23.4100
     533     -62.6824     -31.9742
     534     -65.9721     -31.6409
     535     -76.0084     -16.4056
     536     -55.0469     -31.6178
     537     -57.7548     -24.8035
     538     -62.8357     -25.7774
     539     -81.7704     -21.6588
     540     -58.2158     -25.9563
     541     -89.9242     -21.3693
     542     -81.0273     -36.3866
     543     -67.6754     -22.1666
     544     -46.0131     -37.2360
     545     -59.7895     -26.8213
     546     -62.2089     -27.2432
     547     -61.8900     -33.8410
     548     -51.7310     -22.2112
     549     -89.0482     -18.2820
     550     -61.4372     -27.6499
     551     -64.3902     -32.1850
     552     -75.6549     -27.7774
     553     -76.4252      -8.2447
     554     -59.0481     -43.7939
     555     -70.1721     -13.6429
     556     -65.5623     -28.2222
     557     -66.7182     -18.1412
     558     -83.4902     -11.2873
     559     -71.6220     -27.2206
     560     -71.2805     -20.9857
     561     -72.3149     -28.9382
     562     -58.2433     -29.0580
     563     -79.9234     -22.5063
     564     -58.8602     -25.3912
     565     -68.3766     -26.8664
     566     -73.5901     -29.0048
     567     -79.2891     -27.1971
     568     -52.8486     -24.2520
     569     -74.7327     -30.2660
     570     -48.4807     -37.6283
     571     -78.5095     -32.2447
     572     -56.0670     -33.3809
     573     -58.6371     -33.6411
     574     -65.0232     -23.3203
     575     -67.3603     -33.9473
     576     -47.9578     -35.4754
     577     -52.0450     -30.9809
     578     -61.2465     -28.2939
     579     -71.5013     -23.1822
     580     -63.4075     -26.4873
     581     -49.2546     -27.0785
     582     -50.5188     -23.3178
     583     -72.2263     -33.7376
     584     -71.5921     -26.4166
     585     -53.2488     -32.8126
     586     -61.6359     -29.3738
     587     -59.3891     -20.7877
     588     -42.7766     -39.0637
     589     -54.5034     -20.0675
     590     -65.1058     -31.5986
     591     -75.1994     -30.4211
