#Frame           phi2         psi2
       1     -62.7569     -12.7372
       2     -46.0309     -32.6264
       3     -29.9795     -38.6158
       4     -24.5737     -41.8767
       5     -55.7305     -23.6219
       6     -49.7548     -23.1694
       7     -53.2364     -27.1177
       8     -30.1211     -48.6960
       9     -52.8810     -34.9067
      10     -41.6045     -35.9132
      11     -39.8565     -28.2657
      12     -42.0034     -34.3540
      13     -51.3041     -32.4223
      14     -47.6999     -34.8624
      15     -36.1419     -38.5185
      16     -45.9992     -40.6169
      17     -64.8517     -35.2191
      18     -66.5141     -44.1316
      19     -41.8066     -53.7329
      20     -61.3117     -25.1446
      21     -68.4074     -12.2786
      22     -79.4380       0.9699
      23     -76.8564     -29.8824
      24     -95.0966     -16.5323
      25     -69.4626     -26.3745
      26     -68.6286     -24.6153
      27     -82.7338     -18.2188
      28     -74.3900     -19.1714
      29     -77.5001     -14.7827
      30     -94.1459     -17.1349
      31     -47.4743     -30.5970
      32     -67.6994     -29.8696
      33     -54.1895     -29.3037
      34     -36.3859     -35.0839
      35     -59.0959     -33.1862
      36     -42.7616     -25.4333
      37     -69.7460     -25.0936
      38     -44.4628     -30.4966
      39     -64.8673      -4.0535
      40     -51.2141     -34.7770
      41     -57.0408     -26.6402
      42     -81.7543     -12.5911
      43     -68.1573     -37.1958
      44     -53.3942     -23.4066
      45     -46.0133     -32.3303
      46     -60.1415     -16.6627
      47     -65.6205     -30.4977
      48     -66.4530     -38.5812
      49     -57.5740     -37.1407
      50     -33.2766     -38.8050
      51     -87.7178     -27.7430
      52     -65.5421     -32.1617
      53     -51.9532     -27.4944
      54     -54.5003     -29.2635
      55     -41.4141     -24.4812
      56     -57.7627     -31.4747
      57     -55.8728     -18.5438
      58     -66.8464     -18.8855
      59     -53.6584     -28.1978
      60     -55.5745     -33.7141
      61     -64.0367     -21.5078
      62     -59.9142     -22.2866
      63     -53.8491     -22.5238
      64     -59.1846     -10.4128
      65     -60.5974     -35.1949
      66     -67.2249     -19.0478
      67     -61.4269     -14.6524
      68     -67.2879     -14.5483
      69     -55.4625     -31.9956
      70     -64.5639     -18.4185
      71     -38.8478     -27.4311
      72     -45.9303     -40.3331
      73     -66.1416     -27.7429
      74     -62.0609     -16.2118
      75     -70.0949     -17.3245
      76     -57.5769     -22.9082
      77     -60.6521     -26.6106
      78     -59.7999     -29.3601
      79     -55.7177     -21.8381
      80     -36.6929     -39.2458
      81     -56.9097     -33.9643
      82     -69.9822     -13.7993
      83     -47.3752     -18.2800
      84     -61.3661     -22.3584
      85     -53.4481     -29.7453
      86     -57.3291     -15.6082
      87     -73.1913     -16.9854
      88     -56.3578     -27.8534
      89     -65.7937     -14.7378
      90     -57.6702     -28.4337
      91     -57.0579     -25.9961
      92     -53.7492     -34.8040
      93     -63.7631     -16.7743
      94     -58.7861     -38.2359
      95     -66.5350     -25.9522
      96     -71.3084     -15.1272
      97     -60.0717     -18.0348
      98     -57.6708     -29.7749
      99     -52.5810     -30.9840
     100     -61.1241     -42.5141
     101     -66.4154     -23.3859
     102     -73.4329     -39.1174
     103     -46.3936     -24.2200
     104     -68.2132     -20.0500
     105     -64.5020     -26.9589
     106     -41.2460     -43.2399
     107     -55.8877     -29.2472
     108     -60.2323     -25.0312
     109     -39.8898     -37.4273
     110     -67.4140     -28.9459
     111     -88.4233     -13.6218
     112     -50.0164     -24.7508
     113     -65.8808     -16.7287
     114     -56.7221     -18.3888
     115     -51.6350     -18.7079
     116     -71.9080     -16.8352
     117     -58.5599     -35.9508
     118     -60.7667     -21.1597
     119     -56.1186     -18.9219
     120     -50.2451     -29.9667
     121     -58.6797     -36.5749
     122     -62.0844     -28.8466
     123     -70.4914     -28.1261
     124     -55.6361     -33.9067
     125     -50.7897     -28.0572
     126     -50.4845     -39.8510
     127     -68.4576     -29.0879
     128     -43.4495     -50.3262
     129     -48.8492     -23.3361
     130     -51.8464     -28.0331
     131     -49.7805     -41.3361
     132     -59.3043     -21.1436
     133     -51.2625     -27.3234
     134     -63.5062     -35.5707
     135     -71.2454     -17.9014
     136     -57.8757     -24.4604
     137     -70.9284      -5.4468
     138     -78.1811     -27.2227
     139     -47.1643     -31.8708
     140     -54.2204     -20.6248
     141     -54.5167     -19.0356
     142     -52.7094     -38.3700
     143     -58.8737     -34.2469
     144     -47.2505     -21.2033
     145     -43.1002     -36.3101
     146     -55.6666      -4.5108
     147     -63.7576     -40.8442
     148     -81.1663     -24.3768
     149     -75.1013     -30.8598
     150     -59.4598     -29.4346
     151     -59.4516     -16.3032
     152     -44.4318     -36.4732
     153     -57.8044     -27.3428
     154     -57.0178     -24.1389
     155     -54.4559     -28.4418
     156     -65.3909     -29.3627
     157     -69.0691     -27.5885
     158     -56.8140     -38.9126
     159     -61.9404     -32.5564
     160     -61.5111     -15.1328
     161     -40.2323     -33.5009
     162     -68.0725     -11.2050
     163     -52.7191     -27.5686
     164     -76.1720     -11.1445
     165     -59.9461     -32.7442
     166     -51.2555     -26.9339
     167     -51.2020     -40.6808
     168     -58.6697     -36.2538
     169     -50.3544     -31.8515
     170     -60.4108     -26.7967
     171     -52.3170     -11.5366
     172     -68.9072     -34.8305
     173     -53.7018     -25.5593
     174     -73.7967     -19.1356
     175     -46.2714     -30.9413
     176     -49.4552     -25.6937
     177     -57.8210     -27.0911
     178     -71.5909     -22.6825
     179     -54.3842     -26.9171
     180     -60.4494     -29.1876
     181     -72.9970      -8.0101
     182     -69.1123     -19.8942
     183     -78.6062     -21.7321
     184     -66.6731     -17.5717
     185     -40.3402     -34.1587
     186     -77.3013     -20.6908
     187     -57.0811     -29.7245
     188     -68.7328     -15.7423
     189     -54.7810     -31.7491
     190     -56.4572     -23.7451
     191     -46.1303     -22.9371
     192     -50.5955     -33.2624
     193     -59.2154     -16.1337
     194     -57.7689     -29.9954
     195     -79.1464      -7.7594
     196     -62.1683     -25.8510
     197     -55.3169     -16.4387
     198     -69.0886      -9.0975
     199     -54.1482     -24.1117
     200     -66.9375      -3.3609
     201     -58.7014      -5.4984
     202     -68.5135     -16.3659
     203     -61.6279     -20.5196
     204     -67.0583     -20.9274
     205     -50.8493     -34.8197
     206     -59.4926     -20.5529
     207     -61.8024     -28.0649
     208     -74.8210     -18.5902
     209     -45.1961     -47.2767
     210     -45.6203     -33.9651
     211     -73.0954     -33.6217
     212     -72.2657     -19.7424
     213     -51.4017     -29.7747
